"","ID","Role"
"Alexander, Daniel Ben.","Alexander, Daniel Ben.","Author"
"Drewe, Thomas, fl. 1621.","Drewe, Thomas, fl. 1621.","Author"
"Darcie, Grace, Lady.","Darcie, Grace, Lady.","Author"
"Dares, Phrygius.","Dares, Phrygius.","Author"
"Heret, Mathurin, 1518-1585.","Heret, Mathurin, 1518-1585.","Author"
"Darell, Walter.","Darell, Walter.","Author"
"Darrel, John, b. ca. 1562.","Darrel, John, b. ca. 1562.","Author"
"Daunce, Edward.","Daunce, Edward.","Author"
"Davenport, Robert, fl. 1623.","Davenport, Robert, fl. 1623.","Author"
"Delaram, F.","Delaram, F.","Author"
"Hilliard, Nicholas, 1537 (ca.)-1619.","Hilliard, Nicholas, 1537 (ca.)-1619.","Author"
"Davies, Richard, 1501-1581.","Davies, Richard, 1501-1581.","Author"
"Waterhouse, Edward, Sir, 1535-1591.","Waterhouse, Edward, Sir, 1535-1591.","Author"
"Davies, William, barber-surgion of London.","Davies, William, barber-surgion of London.","Author"
"Davis, John, 1550?","Davis, John, 1550?","Author"
"Dawson, Thomas.","Dawson, Thomas.","Author"
"Longus.","Longus.","Author"
"Day, Angel, fl. 1575-1595.","Day, Angel, fl. 1575-1595.","Author"
"Day, James, fl. 1637.","Day, James, fl. 1637.","Author"
"Day, Thomas, fl. 1583.","Day, Thomas, fl. 1583.","Author"
"Deacon, John, 17th cent.","Deacon, John, 17th cent.","Author"
"Deacon, John, fl. 1585-1616.","Deacon, John, fl. 1585-1616.","Author"
"Walker, John, preacher.","Walker, John, preacher.","Author"
"Walker, John, preacher. aut","Walker, John, preacher. aut","Author"
"Deane, Edmund, 1582?","Deane, Edmund, 1582?","Author"
"Gemistus Plethon, George, 15th cent.","Gemistus Plethon, George, 15th cent.","Author"
"Canter, Willem, 1542-1575.","Canter, Willem, 1542-1575.","Author"
"Marbecke, Roger, 1536-1605.","Marbecke, Roger, 1536-1605.","Author"
"Anghiera, Pietro Martire d', 1457-1526.","Anghiera, Pietro Martire d', 1457-1526.","Author"
"Willes, Richard, fl. 1558-1573.","Willes, Richard, fl. 1558-1573.","Author"
"Dedekind, Friedrich, d. 1598.","Dedekind, Friedrich, d. 1598.","Author"
"L. L.","L. L.","Author"
"Merry-braines, Jocundary.","Merry-braines, Jocundary.","Author"
"Savile, Henry, Captain.","Savile, Henry, Captain.","Author"
"Delgadillo de Avellaneda, Bernaldino.","Delgadillo de Avellaneda, Bernaldino.","Author"
"Demosthenes.","Demosthenes.","Author"
"Denakol.","Denakol.","Author"
"Philagathus, fl. 1609.","Philagathus, fl. 1609.","Author"
"Denison, Stephen, d. 1649 or 50.","Denison, Stephen, d. 1649 or 50.","Author"
"Dent, Arthur, d. 1607.","Dent, Arthur, d. 1607.","Author"
"Dent, Daniel.","Dent, Daniel.","Author"
"Denton, John.","Denton, John.","Author"
"T. N., fl. 1577.","T. N., fl. 1577.","Author"
"Derricke, John.","Derricke, John.","Author"
"Desmarets de Saint-Sorlin, Jean, 1595-1676.","Desmarets de Saint-Sorlin, Jean, 1595-1676.","Author"
"Des Périers, Bonaventure, 1500?","Des Périers, Bonaventure, 1500?","Author"
"Desportes, Philippe, 1546-1606.","Desportes, Philippe, 1546-1606.","Author"
"Rich, Penelope, Lady, 1562?","Rich, Penelope, Lady, 1562?","Author"
"Davison, William, 1541?","Davison, William, 1541?","Author"
"Dickson, David, 1583?","Dickson, David, 1583?","Author"
"Dickenson, John, romance writer.","Dickenson, John, romance writer.","Author"
"Mubashshir ibn Fātik, Abū al-Wafāʼ, 11th cent. Mukhtār al-ḥikam wa-maḥāsin al-kalim.","Mubashshir ibn Fātik, Abū al-Wafāʼ, 11th cent. Mukhtār al-ḥikam wa-maḥāsin al-kalim.","Author"
"Hurault, Michel, d. 1592.","Hurault, Michel, d. 1592.","Author"
"Digby, Everard, Sir, 1578-1606.","Digby, Everard, Sir, 1578-1606.","Author"
"Maffei, Celso, ca. 1425-1508.","Maffei, Celso, ca. 1425-1508.","Author"
"Digby, Kenelm, Sir, 1603-1665.","Digby, Kenelm, Sir, 1603-1665.","Author"
"Digges, Dudley, Sir, 1583-1639.","Digges, Dudley, Sir, 1583-1639.","Author"
"Kayll, Robert. Trades increase.","Kayll, Robert. Trades increase.","Author"
"Anton, Robert, b. 1584 or 5.","Anton, Robert, b. 1584 or 5.","Author"
"Digges, Thomas, d. 1595.","Digges, Thomas, d. 1595.","Author"
"Dighton, Thomas.","Dighton, Thomas.","Author"
"Dighton, Thomas, fl. 1618-1619.","Dighton, Thomas, fl. 1618-1619.","Author"
"Nebrija, Antonio de, 1444?","Nebrija, Antonio de, 1444?","Author"
"António, Prior of Crato, 1531-1595.","António, Prior of Crato, 1531-1595.","Author"
"Hollyband, Claudius, 16th cent.","Hollyband, Claudius, 16th cent.","Author"
"Diodorus, Siculus.","Diodorus, Siculus.","Author"
"Plutarch. Lives. English. Selections.","Plutarch. Lives. English. Selections.","Author"
"Stocker, Thomas, fl. 1569-1592.","Stocker, Thomas, fl. 1569-1592.","Author"
"Jacobus, de Gruytrode, d. 1472?","Jacobus, de Gruytrode, d. 1472?","Author"
"Dionysius, Periegetes.","Dionysius, Periegetes.","Author"
"Chandos, Grey Brydges, Baron, d. 1621.","Chandos, Grey Brydges, Baron, d. 1621.","Author"
"Ditchfield, Edward.","Ditchfield, Edward.","Author"
"Dorcastor, Nicholas.","Dorcastor, Nicholas.","Author"
"Dod, John, 1549?","Dod, John, 1549?","Author"
"Cleaver, Robert, 1561 or 2-ca. 1625.","Cleaver, Robert, 1561 or 2-ca. 1625.","Author"
"Winston, John, fl. 1614-1634.","Winston, John, fl. 1614-1634.","Author"
"Anyan, Thomas, 1580 or 81-1632.","Anyan, Thomas, 1580 or 81-1632.","Author"
"Doddridge, John, Sir, 1555-1628.","Doddridge, John, Sir, 1555-1628.","Author"
"W. I., 17th cent.","W. I., 17th cent.","Author"
"L. T. A., fl. 1592.","L. T. A., fl. 1592.","Author"
"Donne, George.","Donne, George.","Author"
"Dorke, Walter.","Dorke, Walter.","Author"
"Synod of Dort (1618-1619)","Synod of Dort (1618-1619)","Author"
"Doughty, John, 1598-1672.","Doughty, John, 1598-1672.","Author"
"Douglas, William, Earl of Morton, 1582-1650.","Douglas, William, Earl of Morton, 1582-1650.","Author"
"Dove, John, 1560 or 61-1618.","Dove, John, 1560 or 61-1618.","Author"
"Walsingham, Francis, 1577-1647.","Walsingham, Francis, 1577-1647.","Author"
"Twyne, Laurence.","Twyne, Laurence.","Author"
"Dow, Zachary.","Dow, Zachary.","Author"
"Dowland, Robert, ca. 1586-1641.","Dowland, Robert, ca. 1586-1641.","Author"
"Besard, Jean Baptiste, b. ca. 1567.","Besard, Jean Baptiste, b. ca. 1567.","Author"
"Downame, George, d. 1634.","Downame, George, d. 1634.","Author"
"Nicoll, Basill.","Nicoll, Basill.","Illustrator"
"Downame, John, d. 1652.","Downame, John, d. 1652.","Author"
"Appianus, of Alexandria.","Appianus, of Alexandria.","Author"
"Downe, John, 1570?","Downe, John, 1570?","Author"
"Downes, Thomas, d. 1658.","Downes, Thomas, d. 1658.","Author"
"Downes, Thomas.","Downes, Thomas.","Author"
"Kingston, Felix.","Kingston, Felix.","Author"
"Dowriche, Anne, fl. 1589.","Dowriche, Anne, fl. 1589.","Author"
"Fletcher, Francis, 16th cent.","Fletcher, Francis, 16th cent.","Author"
"Drant, Thomas, b. 1601 or 2.","Drant, Thomas, b. 1601 or 2.","Author"
"Draxe, Thomas, d. 1618.","Draxe, Thomas, d. 1618.","Author"
"Apuleius.","Apuleius.","Author"
"Adlington, William, fl. 1566.","Adlington, William, fl. 1566.","Author"
"Draxe, Thomas, d. 1608.","Draxe, Thomas, d. 1608.","Author"
"Abernethie, Thomas, fl. 1638-1641.","Abernethie, Thomas, fl. 1638-1641.","Author"
"Ar., A.","Ar., A.","Author"
"Drexel, Jeremias, 1581-1638.","Drexel, Jeremias, 1581-1638.","Author"
"Roussat, Richard.","Roussat, Richard.","Author"
"R. H. aut","R. H. aut","Author"
"Drout, John, fl. 1570.","Drout, John, fl. 1570.","Author"
"Drouet, Pierre, fl. 1578.","Drouet, Pierre, fl. 1578.","Author"
"Drue, Thomas, fl. 1616-1653.","Drue, Thomas, fl. 1616-1653.","Author"
"Du Bec, Jean, 1540-1610.","Du Bec, Jean, 1540-1610.","Author"
"Du Boscq, Monsieur.","Du Boscq, Monsieur.","Author"
"Hainhofer, Jerome.","Hainhofer, Jerome.","Author"
"Christine, de Pisan, ca. 1364-ca. 1431.","Christine, de Pisan, ca. 1364-ca. 1431.","Author"
"Vegetius Renatus, Flavius. De re militari.","Vegetius Renatus, Flavius. De re militari.","Author"
"Bonet, Honoré, fl. 1378-1398.","Bonet, Honoré, fl. 1378-1398.","Author"
"Anslay, Brian.","Anslay, Brian.","Author"
"Rivers, Anthony Woodville, Earl of, 1442?","Rivers, Anthony Woodville, Earl of, 1442?","Author"
"Ducci, Lorenzo.","Ducci, Lorenzo.","Author"
"Leicester, Robert Dudley, Earl of, 1532?","Leicester, Robert Dudley, Earl of, 1532?","Author"
"Dugdale, Gilbert.","Dugdale, Gilbert.","Author"
"Armin, Robert, fl. 1610.","Armin, Robert, fl. 1610.","Author"
"R. G., fl. 1602.","R. G., fl. 1602.","Author"
"Junius, Franciscus, 1589-1677.","Junius, Franciscus, 1589-1677.","Author"
"Heath, John, Fellow of New College, Oxford.","Heath, John, Fellow of New College, Oxford.","Author"
"Gontery, Jean, 1562-1616.","Gontery, Jean, 1562-1616.","Author"
"Goring, Richard.","Goring, Richard.","Author"
"Dunbar, William, 1460?","Dunbar, William, 1460?","Author"
"Dunton, John, mariner.","Dunton, John, mariner.","Author"
"Simson, Richard, ill.","Simson, Richard, ill.","Illustrator"
"Hall, Ralph, fl. 1637, engraver.","Hall, Ralph, fl. 1637, engraver.","engraver"
"Dupleix, Scipion, 1569-1661.","Dupleix, Scipion, 1569-1661.","Author"
"Refuge, Eustache de, d. 1617.","Refuge, Eustache de, d. 1617.","Author"
"Epictetus. Manual.","Epictetus. Manual.","Author"
"Edgar, Thomas, lawyer.","Edgar, Thomas, lawyer.","Author"
"I. L.","I. L.","Author"
"Eadmer, d. 1124?","Eadmer, d. 1124?","Author"
"Markham, Gervase. 1568?","Markham, Gervase. 1568?","Author"
"Earle, John, 1601?","Earle, John, 1601?","Author"
"East India Company.","East India Company.","Author"
"Beverley, Peter, of Staple Inn.","Beverley, Peter, of Staple Inn.","Author"
"Skinner, John, Sir, fl. 1624.","Skinner, John, Sir, fl. 1624.","Author"
"Wing, John, of Flushing, Zealand.","Wing, John, of Flushing, Zealand.","Author"
"East, Michael, ca. 1580-1648.","East, Michael, ca. 1580-1648.","Author"
"Porro, Girolamo, 1520-1604, ill.","Porro, Girolamo, 1520-1604, ill.","Illustrator"
"Eburne, Richard.","Eburne, Richard.","Author"
"Eck, Johann, 1486-1543.","Eck, Johann, 1486-1543.","Author"
"Edgeworth, Roger, d. 1560.","Edgeworth, Roger, d. 1560.","Author"
"King, William, of Edinburgh.","King, William, of Edinburgh.","Author"
"King, Adam. aut","King, Adam. aut","Author"
"Edmondes, Clement, Sir, 1566 or 7-1622.","Edmondes, Clement, Sir, 1566 or 7-1622.","Author"
"Caesar, Julius. De bello Gallico. English. Abridgments.","Caesar, Julius. De bello Gallico. English. Abridgments.","Author"
"Edmondes, Thomas, Sir, 1563?","Edmondes, Thomas, Sir, 1563?","Author"
"Edward VI, King of England, 1537-1553.","Edward VI, King of England, 1537-1553.","Author"
"Edwardes, Roger.","Edwardes, Roger.","Author"
"Edwards, Edward, doctor in physick.","Edwards, Edward, doctor in physick.","Author"
"Edwards, Richard, 1523?","Edwards, Richard, 1523?","Author"
"Bernard, of Cluny, 12th cent. De contemptu mundi. English & Latin. Selections.","Bernard, of Cluny, 12th cent. De contemptu mundi. English & Latin. Selections.","Author"
"Vaux, Thomas Vaux, Baron, 1510-1556.","Vaux, Thomas Vaux, Baron, 1510-1556.","Author"
"E. O.","E. O.","Author"
"Sande, D.","Sande, D.","Author"
"Yloop, M.","Yloop, M.","Author"
"Edwards, Thomas, poet.","Edwards, Thomas, poet.","Author"
"Aristotle.","Aristotle.","Author"
"Wilkinson, John, servant to the Earl of Derby.","Wilkinson, John, servant to the Earl of Derby.","Author"
"Latini, Brunetto, 1220-1295.","Latini, Brunetto, 1220-1295.","Author"
"Elder, John, fl. 1555.","Elder, John, fl. 1555.","Author"
"Elderton, William, d. 1571.","Elderton, William, d. 1571.","Author"
"Elidad.","Elidad.","Author"
"Plancius, Petrus, d. 1622, cartographer.","Plancius, Petrus, d. 1622, cartographer.","Author"
"Duetecum, Baptista, engraver.","Duetecum, Baptista, engraver.","engraver"
"Dalton, James, d. 1601.","Dalton, James, d. 1601.","Author"
"Ferrers, George, 1500?","Ferrers, George, 1500?","Author"
"Tichborne, Chidiock, ca. 1558-1586.","Tichborne, Chidiock, ca. 1558-1586.","Author"
"T. K.","T. K.","Author"
"Ellis, G., poet.","Ellis, G., poet.","Author"
"Elviden, Edmund, poet.","Elviden, Edmund, poet.","Author"
"Cox, Richard, 1500-1581.","Cox, Richard, 1500-1581.","Author"
"Ellyot, George.","Ellyot, George.","Author"
"Zimara, Marc Antonio, 1460-1523.","Zimara, Marc Antonio, 1460-1523.","Author"
"Alexander, of Aphrodisias.","Alexander, of Aphrodisias.","Author"
"Eucolpius.","Eucolpius.","Author"
"Lampridius, Aelius. Historiae Augustae scriptores.","Lampridius, Aelius. Historiae Augustae scriptores.","Author"
"Emery, John, doctoure in astronomye et phesyke.","Emery, John, doctoure in astronomye et phesyke.","Author"
"Abia, Nazarenus.","Abia, Nazarenus.","Author"
"Adames, Jonas.","Adames, Jonas.","Author"
"Drummond, Jonas.","Drummond, Jonas.","Author"
"Lawrence, Leonard.","Lawrence, Leonard.","Author"
"Université de Paris.","Université de Paris.","Author"
"Arnold, Richard, d. 1521?","Arnold, Richard, d. 1521?","Author"
"Justinus, Marcus Junianus. Historiae Philippicae ex Trogo Pompeio.","Justinus, Marcus Junianus. Historiae Philippicae ex Trogo Pompeio.","Author"
"H. A. (Henry Arthington)","H. A. (Henry Arthington)","Author"
"Malory, Thomas, Sir, 15th cent.","Malory, Thomas, Sir, 15th cent.","Author"
"Arthus, Gotthard, b. 1568.","Arthus, Gotthard, b. 1568.","Author"
"Spalding, Augustine.","Spalding, Augustine.","Author"
"Devon (England)","Devon (England)","Author"
"Ascham, Margaret.","Ascham, Margaret.","Author"
"Ashton, Walter, b. 1585 or 6.","Ashton, Walter, b. 1585 or 6.","Author"
"Ashwell, John, d. 1541?","Ashwell, John, d. 1541?","Author"
"Aske, James.","Aske, James.","Author"
"Askew, Anne, 1521-1546.","Askew, Anne, 1521-1546.","Author"
"Garraway, William, Sir.","Garraway, William, Sir.","Author"
"Suffolk, Thomas Howard, Earl of, 1561-1626.","Suffolk, Thomas Howard, Earl of, 1561-1626.","Author"
"Overall, John, 1560-1619.","Overall, John, 1560-1619.","Author"
"Erskine, William, Sir, fl. 1618.","Erskine, William, Sir, fl. 1618.","Author"
"Meldrum, John, Sir, d. 1645.","Meldrum, John, Sir, d. 1645.","Author"
"Lake, Thomas, 1567?","Lake, Thomas, 1567?","Author"
"Naunton, Robert, Sir, 1563-1635.","Naunton, Robert, Sir, 1563-1635.","Author"
"Achesone, James.","Achesone, James.","Author"
"Attersoll, William, d. 1640.","Attersoll, William, d. 1640.","Author"
"Aray, Martin.","Aray, Martin.","Author"
"Achilles Tatius.","Achilles Tatius.","Author"
"Burton, William, 1575-1645.","Burton, William, 1575-1645.","Author"
"Attowell, George.","Attowell, George.","Author"
"Audiguier, Vital d', 1569-1624.","Audiguier, Vital d', 1569-1624.","Author"
"Barwick, Wm.","Barwick, Wm.","Author"
"Hodges, Anthony, 1613 or 14-1686.","Hodges, Anthony, 1613 or 14-1686.","Author"
"Rich, Richard, Sir, 1496?","Rich, Richard, Sir, 1496?","Author"
"Ambrose, Saint, Bishop of Milan, d. 397,","Ambrose, Saint, Bishop of Milan, d. 397,","Author"
"Bodius, Herman.","Bodius, Herman.","Author"
"Beale, Robert, 1541-1601.","Beale, Robert, 1541-1601.","Author"
"Cartwright, fl. 1611.","Cartwright, fl. 1611.","Author"
"Condé, Henri II de Bourbon, prince de, 1588-1646.","Condé, Henri II de Bourbon, prince de, 1588-1646.","Author"
"Finch of Fordwich, John Finch, Baron, 1584-1660.","Finch of Fordwich, John Finch, Baron, 1584-1660.","Author"
"England.","England.","Author"
"Arundel, Thomas Howard, Earl of, 1585-1646.","Arundel, Thomas Howard, Earl of, 1585-1646.","Author"
"Batt, Antonie.","Batt, Antonie.","Author"
"Freake, Edmund, ca. 1516-1591.","Freake, Edmund, ca. 1516-1591.","Author"
"Fletcher, Robert, fl. 1586.","Fletcher, Robert, fl. 1586.","Author"
"Acosta, José de, 1540-1600.","Acosta, José de, 1540-1600.","Author"
"Pimm, Timo.","Pimm, Timo.","Author"
"Edmund, of Abingdon, Saint, Archbishop of Canterbury, ca. 1170-1240.","Edmund, of Abingdon, Saint, Archbishop of Canterbury, ca. 1170-1240.","Author"
"Austin, Samuel, b. 1605 or 6.","Austin, Samuel, b. 1605 or 6.","Author"
"Austin, William, 1587-1634.","Austin, William, 1587-1634.","Author"
"Austin, Anne, Mris.","Austin, Anne, Mris.","Author"
"Avale, Lemeke.","Avale, Lemeke.","Author"
"Averell, W. (William)","Averell, W. (William)","Author"
"Avila y Çuñiga, Luis de, 1500-1564.","Avila y Çuñiga, Luis de, 1500-1564.","Author"
"Zúñiga, Francesillo de, 16th cent. Crónica. aut","Zúñiga, Francesillo de, 16th cent. Crónica. aut","Author"
"Avity, Pierre d', sieur de Montmartin, 1573-1635.","Avity, Pierre d', sieur de Montmartin, 1573-1635.","Author"
"Awdelay, John, fl. 1559-1577.","Awdelay, John, fl. 1559-1577.","Author"
"Ailesbury, Thomas, fl. 1622-1659.","Ailesbury, Thomas, fl. 1622-1659.","Author"
"Trevisa, Johncd. 1402.","Trevisa, Johncd. 1402.","Author"
"Penn, William, 1644-1718.","Penn, William, 1644-1718.","Author"
"Essex, Arthur Capel, Earl of, 1631-1683, recipient.","Essex, Arthur Capel, Earl of, 1631-1683, recipient.","Author"
"Hopkins, Charles, 1664?","Hopkins, Charles, 1664?","Author"
"J. M.","J. M.","Author"
"Alleine, Theodosia.","Alleine, Theodosia.","Author"
"Baxter, Richard, 1615-1691.","Baxter, Richard, 1615-1691.","Author"
"Alleine, Joseph, 1634-1668.","Alleine, Joseph, 1634-1668.","Author"
"Newton, George, 1602-1681.","Newton, George, 1602-1681.","Author"
"Allen, Benjamin, 1663-1738.","Allen, Benjamin, 1663-1738.","Author"
"Allen, Charles.","Allen, Charles.","Author"
"Allen, James, 1632-1710.","Allen, James, 1632-1710.","Author"
"Allen, John, 17th cent.","Allen, John, 17th cent.","Author"
"Allen, John, ordinary.","Allen, John, ordinary.","Author"
"Allin, John, 1596-1671.","Allin, John, 1596-1671.","Author"
"Shepard, Thomas, 1605-1649.","Shepard, Thomas, 1605-1649.","Author"
"Allen, Robert, fl. 1670.","Allen, Robert, fl. 1670.","Author"
"Harriss, Charles.","Harriss, Charles.","Author"
"Allen, William, d. 1686.","Allen, William, d. 1686.","Author"
"Rushworth, John, 1612?","Rushworth, John, 1612?","Author"
"Alleine, William, 1614-1677.","Alleine, William, 1614-1677.","Author"
"Allestree, Richard, 1619-1681.","Allestree, Richard, 1619-1681.","Author"
"Pakington, Dorothy Coventry, Lady, d. 1679.","Pakington, Dorothy Coventry, Lady, d. 1679.","Author"
"Sterne, Richard, 1596?","Sterne, Richard, 1596?","Author"
"Dryden, John, 1631-1700.","Dryden, John, 1631-1700.","Author"
"R. E.","R. E.","Author"
"Fell, John, 1625-1686.","Fell, John, 1625-1686.","Author"
"Henchman, Humphrey, 1592-1675.","Henchman, Humphrey, 1592-1675.","Author"
"Club of the Fair Sex.","Club of the Fair Sex.","Author"
"Boyle, Robert, 1627-1691.","Boyle, Robert, 1627-1691.","Author"
"J. A.","J. A.","Author"
"Allington, John, d. 1682.","Allington, John, d. 1682.","Author"
"Allison, John, 1644 or 5-1683.","Allison, John, 1644 or 5-1683.","Author"
"Allix, Pierre, 1641-1717.","Allix, Pierre, 1641-1717.","Author"
"Bank of England.","Bank of England.","Author"
"Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik, d. 1185.","Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik, d. 1185.","Author"
"Pococke, Edward, 1604-1691.","Pococke, Edward, 1604-1691.","Author"
"Ashwell, George, 1612-1695.","Ashwell, George, 1612-1695.","Author"
"Culpeper, Nicholas, 1616-1654.","Culpeper, Nicholas, 1616-1654.","Author"
"Abudacnus, Josephus.","Abudacnus, Josephus.","Author"
"Sadleir, Edwin, Sir, d. 1719.","Sadleir, Edwin, Sir, d. 1719.","Author"
"Accademia del cimento (Florence, Italy)","Accademia del cimento (Florence, Italy)","Author"
"Waller, Richard.","Waller, Richard.","Author"
"Atkins, Maurice.","Atkins, Maurice.","Author"
"Virgil. Aeneis. Liber 6.","Virgil. Aeneis. Liber 6.","Author"
"Forbes, John.","Forbes, John.","Author"
"France. Treaties, etc. Spain, 1659 Nov. 7.","France. Treaties, etc. Spain, 1659 Nov. 7.","Author"
"Jackson, Tho. (Thomas)","Jackson, Tho. (Thomas)","Author"
"Butler, Samuel, 1612-1680.","Butler, Samuel, 1612-1680.","Author"
"Booker, John, 1603-1667.","Booker, John, 1603-1667.","Author"
"Napier, John, 1550-1617.","Napier, John, 1550-1617.","Author"
"Paterson, James.","Paterson, James.","Author"
"Hubberthorn, Richard, 1628-1662.","Hubberthorn, Richard, 1628-1662.","Author"
